,Word,Form,TimePeriod,SentenceLength
1005,Politikerinnen,short,2000s,11
1006,Politikerinnen,short,2000s,9
1007,Politikerinnen,short,2000s,31
1008,Politikerinnen,short,2000s,33
1009,Politikerinnen,short,2000s,15
1010,Politikerinnen,short,2000s,19
1011,Politikerinnen,short,2000s,37
1012,Politikerinnen,short,2000s,13
1013,Politikerinnen,short,2000s,10
1014,Politikerinnen,short,2000s,25
1015,Politikerinnen,short,2000s,25
1016,Politikerinnen,short,2000s,20
1017,Politikerinnen,short,2000s,39
1018,Politikerinnen,short,2000s,15
1019,Politikerinnen,short,2000s,73
1020,Politikerinnen,short,2000s,6
1021,Politikerinnen,short,2000s,7
1022,Politikerinnen,short,2000s,31
1023,Politikerinnen,short,2000s,16
1024,Politikerinnen,short,2000s,26
1025,Politikerinnen,short,2000s,19
1026,Politikerinnen,short,2000s,14
1027,Politikerinnen,short,2000s,61
1028,Politikerinnen,short,2000s,9
1029,Politikerinnen,short,2000s,11
1030,Politikerinnen,short,2000s,11
1031,Politikerinnen,short,2000s,19
1032,Politikerinnen,short,2000s,35
1033,Politikerinnen,short,2000s,15
1034,Politikerinnen,short,2000s,24
1035,Politikerinnen,short,2000s,19
1036,Politikerinnen,short,2000s,26
1037,Politikerinnen,short,2000s,34
1038,Politikerinnen,short,2000s,15
1039,Politikerinnen,short,2000s,15
1040,Politikerinnen,short,2000s,14
1041,Politikerinnen,short,2000s,27
1042,Politikerinnen,short,2000s,32
1043,Politikerinnen,short,2000s,14
1044,Politikerinnen,short,2000s,14
1045,Politikerinnen,short,2000s,49
1046,Politikerinnen,short,2000s,37
1047,Politikerinnen,short,2000s,18
1048,Politikerinnen,short,2000s,56
1049,Politikerinnen,short,2000s,55
1050,Politikerinnen,short,2000s,13
1051,Politikerinnen,short,2000s,10
1052,Politikerinnen,short,2000s,25
1053,Politikerinnen,short,2000s,25
1054,Politikerinnen,short,2000s,21
1055,Politikerinnen,short,2000s,30
1056,Politikerinnen,short,2000s,15
1057,Politikerinnen,short,2000s,21
1058,Politikerinnen,short,2000s,15
1059,Studentinnen,long,2010s,51
1060,Studentinnen,long,2010s,24
1061,Studentinnen,long,2010s,28
1062,Studentinnen,long,2010s,21
1063,Studentinnen,long,2010s,34
1064,Studentinnen,long,2010s,20
1065,Studentinnen,long,2010s,35
1066,Studentinnen,long,2010s,36
1067,Studentinnen,long,2010s,16
1068,Studentinnen,long,2010s,13
1069,Studentinnen,long,2000s,17
1070,Studentinnen,long,2000s,19
1071,Studentinnen,long,2000s,32
1072,Studentinnen,long,2000s,19
1073,Studentinnen,long,2000s,14
1074,Studentinnen,long,2000s,21
1075,Studentinnen,long,2000s,22
1076,Studentinnen,long,2010s,26
1077,Studentinnen,long,2010s,14
1078,Studentinnen,long,2010s,26
1079,Studentinnen,long,2010s,11
1080,Studentinnen,long,2010s,43
1081,Studentinnen,long,2010s,34
1082,Studentinnen,long,2010s,32
1083,Studentinnen,long,2010s,11
1084,Studentinnen,long,2010s,24
1085,Studentinnen,long,2010s,40
1086,Studentinnen,long,2010s,15
1087,Studentinnen,long,2010s,21
1088,Studentinnen,long,2010s,29
1089,Studentinnen,long,2010s,24
1090,Studentinnen,long,2010s,13
1091,Studentinnen,long,2010s,15
1092,Studentinnen,long,2010s,49
1093,Studentinnen,long,2010s,62
1094,Studentinnen,long,2010s,15
1095,Studentinnen,long,2010s,0
1096,Studentinnen,long,2010s,71
1097,Studentinnen,long,2010s,1
1098,Studentinnen,long,2010s,6
1099,Studentinnen,long,2010s,7
1100,Studentinnen,long,2010s,28
1101,Studentinnen,long,2010s,17
1102,Studentinnen,long,2010s,9
1103,Studentinnen,long,2010s,16
1104,Studentinnen,long,2010s,65
1105,Studentinnen,long,2010s,10
1106,Studentinnen,long,2000s,20
1107,Studentinnen,long,2000s,13
1108,Studentinnen,long,2000s,11
1109,Studentinnen,long,2000s,28
1110,Studentinnen,long,2000s,26
1111,Studentinnen,long,2000s,17
1112,Studentinnen,long,2000s,23
1113,Studentinnen,long,2000s,36
1114,Studentinnen,long,2000s,18
1115,Studentinnen,long,2000s,19
1116,Studentinnen,long,2000s,12
1117,Studentinnen,long,2000s,21
1118,Studentinnen,short,2010s,8
1119,Studentinnen,short,2010s,21
1120,Studentinnen,short,2010s,22
1121,Studentinnen,short,2010s,40
1122,Studentinnen,short,2010s,15
1123,Studentinnen,short,2010s,18
1124,Studentinnen,short,2010s,26
1125,Studentinnen,short,2010s,35
1126,Studentinnen,short,2010s,27
1127,Studentinnen,short,2010s,36
1128,Studentinnen,short,2010s,28
1129,Studentinnen,short,2010s,36
1130,Studentinnen,short,2010s,28
1131,Studentinnen,short,2010s,15
1132,Studentinnen,short,2010s,24
1133,Studentinnen,short,2010s,19
1134,Studentinnen,short,2010s,28
1135,Studentinnen,short,2010s,2
1136,Studentinnen,short,2010s,21
1137,Studentinnen,short,2010s,7
1138,Studentinnen,short,2010s,46
1139,Studentinnen,short,2010s,14
1140,Studentinnen,short,2010s,15
1141,Studentinnen,short,2010s,21
1142,Studentinnen,short,2010s,32
1143,Studentinnen,short,2010s,23
1144,Studentinnen,short,2010s,16
1145,Studentinnen,short,2010s,20
1146,Studentinnen,short,2010s,9
1147,Studentinnen,short,2010s,14
1148,Studentinnen,short,2010s,10
1149,Studentinnen,short,2010s,13
1150,Studentinnen,short,2010s,28
1151,Studentinnen,short,2010s,22
1152,Studentinnen,short,2010s,19
1153,Studentinnen,short,2010s,8
1154,Studentinnen,short,2010s,21
1155,Studentinnen,short,2010s,21
1156,Studentinnen,short,2010s,6
1157,Studentinnen,short,2010s,13
1158,Studentinnen,short,2010s,13
1159,Studentinnen,short,2010s,24
1160,Studentinnen,short,2010s,9
1161,Studentinnen,short,2010s,16
1162,Studentinnen,short,2010s,14
1163,Studentinnen,short,2010s,31
1164,Studentinnen,short,2010s,10
1165,Studentinnen,short,2010s,28
1166,Studentinnen,short,2010s,23
1167,Studentinnen,short,2010s,23
1168,Studentinnen,short,2010s,15
1169,Studentinnen,short,2010s,5
1170,Studentinnen,short,2010s,25
1171,Studentinnen,short,2010s,36
1172,Studentinnen,short,2010s,3
1173,Studentinnen,short,2010s,14
1174,Studentinnen,short,2010s,13
1175,Studentinnen,short,2010s,14
1176,Studentinnen,short,2010s,35
1177,Studentinnen,short,2010s,6
1178,Studentinnen,short,2010s,46
1179,Studentinnen,short,2010s,29
1180,Studentinnen,short,2010s,73
1181,Studentinnen,short,2010s,39
1182,Studentinnen,short,2010s,31
1183,Studentinnen,short,2010s,21
1184,Studentinnen,short,2010s,187
1185,Studentinnen,short,2010s,19
1186,Studentinnen,short,2010s,24
1187,Studentinnen,short,2010s,20
1188,Studentinnen,short,2010s,85
1189,Studentinnen,short,2010s,20
1190,Studentinnen,short,2010s,14
1191,Studentinnen,short,2010s,26
1192,Studentinnen,short,2010s,27
1193,Studentinnen,short,2010s,35
1194,Studentinnen,short,2010s,30
1195,Studentinnen,short,2010s,14
1196,Studentinnen,short,2010s,24
1197,Studentinnen,short,2010s,32
1198,Studentinnen,short,2010s,23
1199,Studentinnen,short,2010s,27
1200,Studentinnen,short,2010s,46
1201,Studentinnen,short,2010s,18
1202,Studentinnen,short,2010s,21
1203,Studentinnen,short,2010s,93
1204,Studentinnen,short,2010s,8
1205,Studentinnen,short,2010s,11
1206,Studentinnen,short,2010s,25
1207,Studentinnen,short,2010s,26
1208,Studentinnen,short,2010s,23
1209,Studentinnen,short,2010s,7
1210,Studentinnen,short,2010s,19
1211,Studentinnen,short,2010s,26
1212,Studentinnen,short,2010s,10
1213,Studentinnen,short,2010s,14
1214,Studentinnen,short,2010s,19
1215,Studentinnen,short,2010s,23
1216,Studentinnen,short,2010s,14
1217,Studentinnen,short,2010s,86
1218,Studentinnen,short,2010s,16
1219,Studentinnen,short,2010s,27
1220,Studentinnen,short,2010s,18
1221,Studentinnen,short,2010s,19
1222,Studentinnen,short,2010s,39
1223,Studentinnen,short,2010s,8
1224,Studentinnen,short,2010s,24
1225,Studentinnen,short,2010s,35
1226,Studentinnen,short,2010s,57
1227,Studentinnen,short,2010s,34
1228,Studentinnen,short,2010s,33
1229,Studentinnen,short,2010s,12
1230,Studentinnen,short,2010s,16
1231,Studentinnen,short,2010s,14
1232,Studentinnen,short,2010s,10
1233,Studentinnen,short,2010s,23
1234,Studentinnen,short,2010s,24
1235,Studentinnen,short,2010s,24
1236,Studentinnen,short,2010s,38
1237,Studentinnen,short,2010s,18
1238,Studentinnen,short,2010s,75
1239,Studentinnen,short,2010s,44
1240,Studentinnen,short,2010s,18
1241,Studentinnen,short,2010s,8
1242,Studentinnen,short,2010s,9
1243,Studentinnen,short,2010s,42
1244,Studentinnen,short,2010s,13
1245,Studentinnen,short,2010s,81
1246,Studentinnen,short,2010s,42
1247,Studentinnen,short,2010s,44
1248,Studentinnen,short,2010s,18
1249,Studentinnen,short,2010s,17
1250,Studentinnen,short,2010s,51
1251,Studentinnen,short,2010s,14
1252,Studentinnen,short,2010s,14
1253,Studentinnen,short,2010s,55
1254,Studentinnen,short,2010s,45
1255,Studentinnen,short,2010s,31
1256,Studentinnen,short,2010s,4
1257,Studentinnen,short,2010s,28
1258,Studentinnen,short,2010s,49
1259,Studentinnen,short,2010s,49
1260,Studentinnen,short,2010s,24
1261,Studentinnen,short,2010s,24
1262,Studentinnen,short,2000s,36
1263,Studentinnen,short,2000s,33
1264,Studentinnen,short,2000s,16
1265,Studentinnen,short,2000s,16
1266,Studentinnen,short,2000s,24
1267,Studentinnen,short,2000s,25
1268,Studentinnen,short,2000s,33
1269,Studentinnen,short,2000s,26
1270,Studentinnen,short,2000s,26
1271,Studentinnen,short,2000s,12
1272,Studentinnen,short,2000s,4
1273,Studentinnen,short,2000s,16
1274,Studentinnen,short,2000s,9
1275,Studentinnen,short,2000s,33
1276,Studentinnen,short,2000s,35
1277,Studentinnen,short,2000s,15
1278,Studentinnen,short,2000s,16
1279,Studentinnen,short,2000s,28
1280,Studentinnen,short,2000s,30
1281,Studentinnen,short,2000s,11
1282,Studentinnen,short,2000s,13
1283,Studentinnen,short,2000s,7
1284,Studentinnen,short,2000s,8
1285,Studentinnen,short,2000s,24
1286,Studentinnen,short,2000s,18
1287,Studentinnen,short,2000s,10
1288,Studentinnen,short,2000s,16
1289,Studentinnen,short,2000s,25
1290,Studentinnen,short,2000s,13
1291,Studentinnen,short,2000s,13
1292,Studentinnen,short,2000s,27
1293,Studentinnen,short,2000s,14
1294,Studentinnen,short,2000s,19
1295,Wählerinnen,long,2010s,4
1296,Wählerinnen,long,2010s,267
1297,Wählerinnen,long,2010s,18
1298,Wählerinnen,long,2010s,11
1299,Wählerinnen,long,2010s,20
1300,Wählerinnen,long,2010s,17
1301,Wählerinnen,long,2010s,60
1302,Wählerinnen,long,2010s,9
1303,Wählerinnen,short,2010s,18
1304,Wählerinnen,short,2010s,45
1305,Wählerinnen,short,2010s,16
1306,Wählerinnen,short,2010s,8
1307,Wählerinnen,short,2010s,9
1308,Wählerinnen,short,2010s,9
1309,Wählerinnen,short,2010s,9
1310,Wählerinnen,short,2010s,9
1311,Wählerinnen,short,2010s,12
1312,Wählerinnen,short,2010s,16
1313,Wählerinnen,short,2010s,25
1314,Wählerinnen,short,2010s,24
1315,Wählerinnen,short,2010s,16
1316,Wählerinnen,short,2010s,14
1317,Wählerinnen,short,2010s,18
1318,Wählerinnen,short,2010s,21
1319,Wählerinnen,short,2010s,10
1320,Wählerinnen,short,2010s,44
1321,Wählerinnen,short,2010s,15
1322,Wählerinnen,short,2010s,31
1323,Wählerinnen,short,2010s,10
1324,Wählerinnen,short,2010s,24
1325,Wählerinnen,short,2010s,18
1326,Wählerinnen,short,2010s,7
1327,Wählerinnen,short,2010s,21
1328,Wählerinnen,short,2010s,5
1329,Wählerinnen,short,2010s,9
1330,Wählerinnen,short,2010s,20
1331,Wählerinnen,short,2010s,28
1332,Wählerinnen,short,2010s,11
1333,Wählerinnen,short,2010s,29
1334,Wählerinnen,short,2010s,11
1335,Wählerinnen,short,2010s,19
1336,Wählerinnen,short,2010s,18
1337,Wählerinnen,short,2010s,9
1338,Wählerinnen,short,2010s,6
1339,Wählerinnen,short,2010s,16
1340,Wählerinnen,short,2010s,19
1341,Wählerinnen,short,2010s,29
1342,Wählerinnen,short,2010s,29
1343,Wählerinnen,short,2010s,19
1344,Wählerinnen,short,2010s,11
1345,Wählerinnen,short,2010s,8
1346,Wählerinnen,short,2010s,24
1347,Wählerinnen,short,2010s,25
1348,Wählerinnen,short,2010s,19
1349,Wählerinnen,short,2010s,14
1350,Wählerinnen,short,2010s,28
1351,Wählerinnen,short,2010s,33
1352,Wählerinnen,short,2010s,17
1353,Wählerinnen,short,2010s,29
1354,Wählerinnen,short,2010s,5
1355,Wählerinnen,short,2010s,14
1356,Wählerinnen,short,2010s,15
1357,Wählerinnen,short,2010s,13
1358,Wählerinnen,short,2010s,10
1359,Wählerinnen,short,2010s,8
1360,Wählerinnen,short,2010s,16
1361,Wählerinnen,short,2010s,13
1362,Wählerinnen,short,2010s,34
1363,Wählerinnen,short,2010s,18
1364,Wählerinnen,short,2010s,30
1365,Wählerinnen,short,2010s,25
1366,Wählerinnen,short,2010s,9
1367,Wählerinnen,short,2010s,8
1368,Wählerinnen,short,2010s,25
1369,Wählerinnen,short,2000s,10
1370,Wählerinnen,short,2000s,12
1371,Wählerinnen,short,2000s,35
1372,Wählerinnen,short,2000s,21
1373,Wählerinnen,short,2000s,26
1374,Wählerinnen,short,2000s,15
1375,Wählerinnen,short,2000s,47
1376,Wählerinnen,short,2000s,24
1377,Wählerinnen,short,2000s,20
1378,Wählerinnen,short,2000s,14
1379,Wählerinnen,short,2000s,63
1380,Wählerinnen,short,2000s,7
1381,Wählerinnen,short,2000s,36
1382,Wählerinnen,short,2000s,19
1383,Wählerinnen,short,2000s,14
1384,Wählerinnen,short,2000s,11
1385,Wählerinnen,short,2000s,32
1386,Wählerinnen,short,2000s,8
1387,Wählerinnen,long,2010s,28
1388,Wählerinnen,long,2010s,26
1389,Wählerinnen,long,2010s,2
1390,Wählerinnen,long,2010s,36
1391,Wählerinnen,long,2010s,27
1392,Wählerinnen,long,2010s,20
1393,Wählerinnen,long,2010s,7
1394,Wählerinnen,long,2010s,6
1395,Wählerinnen,long,2010s,17
1396,Wählerinnen,long,2010s,29
1397,Wählerinnen,long,2010s,29
1398,Wählerinnen,long,2010s,19
1399,Wählerinnen,long,2010s,21
1400,Wählerinnen,long,2010s,48
1401,Wählerinnen,long,2010s,32
1402,Wählerinnen,long,2010s,15
1403,Wählerinnen,long,2010s,10
1404,Wählerinnen,long,2010s,24
1405,Wählerinnen,long,2010s,7
1406,Wählerinnen,long,2010s,18
1407,Wählerinnen,long,2010s,27
1408,Wählerinnen,long,2010s,37
1409,Wählerinnen,long,2010s,21
1410,Wählerinnen,long,2010s,6
1411,Wählerinnen,long,2010s,20
1412,Wählerinnen,long,2010s,16
1413,Wählerinnen,long,2010s,19
1414,Wählerinnen,long,2010s,20
1415,Wählerinnen,long,2010s,18
1416,Wählerinnen,long,2010s,30
1417,Wählerinnen,long,2010s,14
1418,Wählerinnen,long,2010s,16
1419,Wählerinnen,long,2010s,13
1420,Wählerinnen,long,2010s,28
1421,Wählerinnen,long,2010s,9
1422,Wählerinnen,long,2010s,13
1423,Wählerinnen,long,2010s,33
1424,Wählerinnen,long,2010s,20
1425,Wählerinnen,long,2010s,17
1426,Wählerinnen,long,2010s,16
1427,Wählerinnen,long,2010s,7
1428,Wählerinnen,long,2010s,20
1429,Wählerinnen,long,2010s,11
1430,Wählerinnen,long,2010s,24
1431,Wählerinnen,long,2010s,20
1432,Wählerinnen,long,2010s,10
1433,Wählerinnen,long,2010s,12
1434,Wählerinnen,long,2010s,17
1435,Wählerinnen,long,2010s,39
1436,Wählerinnen,long,2010s,25
1437,Wählerinnen,long,2010s,27
1438,Wählerinnen,long,2010s,12
1439,Wählerinnen,long,2010s,52
1440,Wählerinnen,long,2010s,7
1441,Wählerinnen,long,2010s,39
1442,Wählerinnen,long,2010s,10
1443,Wählerinnen,long,2010s,18
1444,Wählerinnen,long,2010s,14
1445,Wählerinnen,long,2010s,41
1446,Wählerinnen,long,2010s,10
1447,Wählerinnen,long,2010s,19
1448,Wählerinnen,long,2010s,16
1449,Wählerinnen,long,2010s,3
1450,Wählerinnen,long,2010s,27
1451,Wählerinnen,long,2010s,44
1452,Wählerinnen,long,2010s,51
1453,Wählerinnen,long,2010s,7
1454,Wählerinnen,long,2010s,35
1455,Wählerinnen,long,2010s,18
1456,Wählerinnen,long,2010s,29
1457,Wählerinnen,long,2010s,42
1458,Wählerinnen,long,2010s,20
1459,Wählerinnen,long,2010s,33
1460,Wählerinnen,long,2010s,12
1461,Wählerinnen,long,2010s,16
1462,Wählerinnen,long,2010s,15
1463,Wählerinnen,long,2010s,35
1464,Wählerinnen,long,2010s,12
1465,Wählerinnen,long,2010s,28
1466,Wählerinnen,long,2010s,26
1467,Wählerinnen,long,2010s,26
1468,Wählerinnen,long,2010s,14
1469,Wählerinnen,long,2000s,19
1470,Wählerinnen,long,2000s,37
1471,Wählerinnen,long,2000s,18
1472,Wählerinnen,long,2000s,29
1473,Wählerinnen,long,2000s,16
1474,Wählerinnen,long,2000s,36
1475,Wählerinnen,long,2000s,10
1476,Wählerinnen,long,2000s,15
1477,Wählerinnen,long,2000s,18
1478,Wählerinnen,long,2000s,18
1479,Wählerinnen,long,2000s,15
1480,Wählerinnen,long,2000s,22
1481,Wählerinnen,long,2000s,5
1482,Wählerinnen,long,2000s,18
1483,Wählerinnen,long,2000s,6
